"ID";"Código";"Descrição";"Unidade";"NCM";"Origem";"Preço";"Valor IPI fixo";"Observações";"Situação";"Estoque";"Preço de custo";"Cód no fornecedor";"Fornecedor";"Localização";"Estoque maximo";"Estoque minimo";"Peso líquido (Kg)";"Peso bruto (Kg)";"GTIN/EAN";"GTIN/EAN da embalagem";"Largura do Produto";"Altura do Produto";"Profundidade do produto";"Data Validade";"Descrição do Produto no Fornecedor";"Descrição Complementar";"Unidade por Caixa";"Produto Variação";"Tipo Produção";"Classe de enquadramento do IPI";"Código da lista de serviços";"Tipo do item";"Grupo de Tags/Tags";"Tributos";"Código Pai";"Código Integração";"Grupo de produtos";"Marca";"CEST";"Volumes";"Descrição Curta";"Cross-Docking";"URL Imagens Externas";"Link Externo";"Meses Garantia no Fornecedor";"Clonar dados do pai";"Condição do produto";"Frete Grátis";"Número FCI";"Vídeo";"Departamento";"Unidade de medida";"Preço de compra";"Valor base ICMS ST para retenção";"Valor ICMS ST para retenção";"Valor ICMS próprio do substituto";"Categoria do produto";"Informações Adicionais"
"15915541590";"MAK-DUR182LZ	";"Voltagem:18V";"UN";"";"0";"894,30";"0,00";"";"Ativo";"4,00";"0,00";"	";"";"";"0,00";"0,00";"4,400";"4,400";"	";"	";"29.00";"26.00";"185.00";"";"";"Aparador de Grama à Bateria 18V 3.0Ah Makita - DUR182LZ. Procurando por aparador de grama com o menor preço e a pronta entrega? Compre agora na loja 1ª Linha. Venha conferir!";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	MLB2162043451";"";"";"MAKITA";"";"0";" <br>CARACTERÍSTICAS: <br> <br>Função reversível. <br>Velocidade variável. <br>Controle eletrônico de velocidade. <br>Bloqueio do gatilho. <br>Indicador do nível da bateria. <br>Maior proteção contra água e poeira com a tecnologia XPT. <br> <br>ESPECIFICAÇÕES: <br> <br>Punho: D <br>Diâmetro de corte: 300mm <br>Rotações por minuto: 3.500 - 6.000 <br>Bateria: 18V 3.0Ah <br> <br>ITENS QUE ACOMPANHAM: <br> <br>Chaves, protetor universal, cabeçote de fio de nylon. Não acompanha bateria e carregador, este produ <br>para quem já tem ferramenta a bateria 18V LXT <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15916035189";"MAK-MLS100-220V	";"Voltagem:220V";"UN";"";"0";"2.103,96";"0,00";"";"Ativo";"2,00";"0,00";"	";"";"";"0,00";"0,00";"15,200";"15,200";"	";"	";"49.00";"52.00";"62.00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	MLB2163411310";"";"";"MAKITA";"";"0";" <br>CARACTERÍSTICAS: <br> <br>Dupla isolação. <br>Freio instantâneo. <br>Corte chanfrado para esquerda/direita. <br>Adaptável a coletor/aspirador de pó. <br> <br>ESPECIFICAÇÕES: <br> <br>Capacidades <br>- 90º : 75 x 130mm <br>- 45º : 75 x 90mm <br>Rotações por min.: 4.200 <br>Emissão de vibrações: 2.5 m/s² <br>Incerteza K: 1.5m/s² <br> <br>ITENS QUE ACOMPANHAM: <br> <br>Chave fixa, coletor de pó, esquadro, anel de redução, morsa vertical e lâmina de serra. <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15915529485";"TLAC 50/Y	";"50 tampas Protetoras e Identificadores Amarelos SKF - TLAC 50/Y";"UN";"";"0";"175,00";"0,00";"";"Ativo";"18,00";"0,00";"	";"";"";"0,00";"0,00";"0,400";"0,400";"	";"	";"0.00";"0.00";"0.00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"SKF";"";"0";" <br>50 tampas e identificadores amarelos + 2 folhas de etiquetas adesivas para impressão. <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15915535109";"TLAC 50/G	";"50 tampas Protetoras e Identificadores Verdes SKF - TLAC 50/G";"UN";"";"0";"175,00";"0,00";"";"Ativo";"19,00";"0,00";"	";"";"";"0,00";"0,00";"0,400";"0,400";"	";"	";"0.00";"0.00";"0.00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"SKF";"";"0";" <br>50 tampas e identificadores verdes + 2 folhas de etiquetas adesivas para impressão. <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15915535386";"TLAC 50/R	";"50 tampas Protetoras e Identificadores Vermelhos SKF - TLAC 50/R";"UN";"";"0";"175,00";"0,00";"";"Ativo";"19,00";"0,00";"	";"";"";"0,00";"0,00";"0,400";"0,400";"	";"	";"0.00";"0.00";"0.00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"SKF";"";"0";" <br>50 tampas e identificadores vermelhos + 2 folhas de etiquetas adesivas para impressão. <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15917463256";"ADS	";"Adaptador Para Soquete 1/2"" - 3/4"" Stanley - 4-88-558";"UN";"";"0";"34,11";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,180";"0,180";"	";"	";"10.00";"10.00";"10.00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"STANLEY";"";"0";" <br>Permite utilizar um acessório com tamanho de encaixe quadrado diferente do soquete; fabricada em aço <br>alta resistência; deve-se utilizar a junta universal com outras ferramentas manuais, como catracas r <br>soquetes. <br> <br>RECURSOS E BENEFÍCIOS: <br> <br>Permite Utilizar Um Acessório Com Tamanho De Encaixe Quadrado Diferente Do Soquete <br>Fabricada Em Aço Cromo Vanádio De Alta Resistência <br>Deve-Se Utilizar A Junta Universal Com Outras Ferramentas Manuais, Como Catracas Reversíveis Ou Cabo <br> <br>ESPECIFICAÇÕES DO PRODUTO : <br> <br>Utilizar Um Acessório Com <br>Tamanho De Encaixe Quadrado <br>Diferente Do Soquete. <br>Dirigir M: 3/4"" M <br>Dirigir F: 1/2"" F <br>Acabamento: Cromado <br>Comprimento Total: 42Mm <br>Material: Aço Cr-V <br>Conformidade / Padrão: Ansi B107.10M <br>Iso 3316 <br>Din 3123 <br> <br>INCLUI: <br> <br>Adaptador De 1/2"" - 3/4"" (42Mm) <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15917460220";"ADS-3/4-1/2	";"Adaptador Para Soquete 3/4"" - 1/2"" Stanley - 88-908";"UN";"";"0";"51,64";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,180";"0,180";"	";"	";"10.00";"10.00";"10.00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"STANLEY";"";"0";" <br>Permite utilizar um acessório com tamanho de encaixe quadrado diferente do soquete; fabricada em aço <br>alta resistência; deve-se utilizar a junta universal com outras ferramentas manuais, como catracas r <br>soquetes. <br> <br>RECURSOS E BENEFÍCIOS: <br> <br>- Permite Utilizar Um Acessório Com Tamanho De Encaixe Quadrado Diferente Do Soquete <br>- Fabricada Em Aço Cromo Vanádio De Alta Resistência <br>- Deve-Se Utilizar A Junta Universal Com Outras Ferramentas Manuais, Como Catracas Reversíveis Ou Ca <br> <br>ESPECIFICAÇÕES DO PRODUTO: <br> <br>- Utilizar Um Acessório Com <br>- Tamanho De Encaixe Quadrado <br>- Diferente Do Soquete. <br> <br>INCLUI: <br>- Adaptador De 3/4"" - 1/2"" (48Mm) <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15917464984";"6814	";"Adaptador Para Soquete Com 3/4 X 1/2"" Gedore - 1908";"UN";"";"0";"99,40";"0,00";"";"Ativo";"2,00";"0,00";"	";"";"";"0,00";"0,00";"1,000";"1,000";"	";"	";"10.00";"10.00";"10.00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"GEDORE";"";"0";"";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15916042597";"KING-9BK41-53	";"Alavanca para Desmontar Pneu 21"" King Tony - 9BK41-53";"UN";"";"0";"120,47";"0,00";"";"Ativo";"2,00";"0,00";"	";"";"";"0,00";"0,00";"0,920";"0,920";"	";"	";"10.00";"10.00";"30.00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"KING TONY";"";"0";" <br>Alavanca com ponta chata para desmontar/remover pneus das rodas <br> <br>CARACTERÍSTICAS TÉCNICAS: <br> <br>- Fabricado em aço cromo-vanádio <br>- Acabamento fosfatizado <br> <br>APLICAÇÕES E SEGURANÇA: <br> <br>- Indicado para remover pneus das rodas <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15917451531";"ALCOOLGEL-4KG	";"Álcool Gel 70º Nutriex - 4Kg";"UN";"";"0";"59,98";"0,00";"";"Ativo";"1,00";"0,00";"	";"";"";"0,00";"0,00";"4,000";"4,000";"	";"	";"0.00";"0.00";"0.00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"NUTRIEX";"";"0";"Álcool Gel 70º Nutriex - 4Kg<br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15915989921";"KING-9AA17	";"Alicate Para Abraçadeira Elástica Radiador King Tony - 9AA17";"UN";"";"0";"118,37";"0,00";"";"Ativo";"2,00";"0,00";"	";"";"";"0,00";"0,00";"1,000";"1,000";"	";"	";"12.00";"10.00";"28.00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"KING TONY";"";"0";" <br>CARACTERÍSTICAS TÉCNICA: <br> <br>- Fabricada em aço carbono. <br>- Acabamento fosfatizado. <br>- Empunhadura em policloreto de vinil composto (PVC). <br>- Projeto com haste flexível e trava de pressão. <br> <br>APLICAÇÕES E SEGURANÇA: <br> <br>- Indicado para abraçadeiras de mangueiras do radiador. <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15917460237";"ADS-3/8-1/2	";"Adaptador Para Soquete 3/85"" - 1/2"" Stanley - 4-86-215";"UN";"";"0";"25,09";"0,00";"";"Ativo";"3,00";"0,00";"	";"";"";"0,00";"0,00";"0,180";"0,180";"	";"	";"10.00";"10.00";"10.00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"STANLEY";"";"0";" <br>Permite utilizar um acessório com tamanho de encaixe quadrado diferente do soquete. <br> <br>RECURSOS E BENEFÍCIOS: <br> <br>Permite Utilizar Um Acessório Com Tamanho De Encaixe Quadrado Diferente Do Soquete. <br> <br>ESPECIFICAÇÕES DO PRODUTO: <br> <br>Utilizar Um Acessório Com <br>Tamanho De Encaixe Quadrado <br>Diferente Do Soquete. <br>Dirigir M: 1/2"" M <br>Dirigir F: 3/8"" F <br>Acabamento: Cromado <br>Comprimento Total: 36Mm <br>Material: Aço Cr-V <br>Conformidade / Padrão: Ansi B107.10M <br>Iso 3316 <br>Din 3123 <br> <br>INCLUI: <br> <br>Adaptador De 3/8"" - 1/2"" (36Mm) <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15917463899";"ADS-1/2-3/4-GED	";"Adaptador Para Soquete De 1/2-3/4"" Gedore - 015.340";"UN";"";"0";"44,54";"0,00";"";"Ativo";"5,00";"0,00";"	";"";"";"0,00";"0,00";"1,000";"1,000";"	";"	";"10.00";"10.00";"10.00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"GEDORE";"";"0";" <br>Adaptador Gedore 015.340 encaixe 1/2"" x 3/4"" <br> <br>DESCRIÇÃO: <br> <br>- O Adaptador Gedore 015.340 encaixe 1/2"" x 3/4"" é indicado para utilização em acessórios manuais co <br>quadrado 12,7 mm (1/2""), conforme DIN <br> <br>CARACTERÍSTICAS: <br> <br>- Marca: Gedore <br>- Referência: 015.340 <br> <br>ESPECIFICAÇÕES TÉCNICAS: <br> <br>- Aço Gedore-Vanadium. <br>- Acabamento niquelado e cromado. <br> <br>APLICAÇÃO: <br> <br>- Indicado para utilização em acessórios manuais com encaixe quadrado 12,7 mm (1/2""), conforme DIN 3 <br> <br>ITENS INCLUSOS: <br> <br>- 01 - Adaptador Gedore 015.340 encaixe 1/2"" x 3/4"" <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15917463937";"ADS-3/4-1/2-GED	";"Adaptador Para Soquete De 3/4-1/2"" Gedore - 017.100";"UN";"";"0";"68,66";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"1,000";"1,000";"	";"	";"10.00";"10.00";"10.00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"GEDORE";"";"0";" <br>Adaptador Gedore 017.100 encaixe 3/4"" x 1/2"" <br> <br>DESCRIÇÃO: <br> <br>- O Adaptador Gedore 017.100 é indicado para utilização em acessórios manuais, conforme DIN 3120 <br> <br>CARACTERÍSTICAS: <br> <br>- Marca: Gedore <br>- Referência: 017.100 <br> <br>ESPECIFICAÇÕES TÉCNICAS: <br> <br>- Aço Gedore-Vanadium. <br>- Acabamento niquelado e cromado. <br>- Para acessórios manuais com encaixe quadrado 19,05 mm (3/4""), conforme DIN 3120, ISO 1174. <br> <br>APLICAÇÃO: <br> <br>- Indicado para utilização em acessórios manuais <br> <br>ITENS INCLUSOS: <br> <br>- 01 - Adaptador Gedore 017.100 encaixe 3/4"" x 1/2"" <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15917463918";"ADS-3/8-1/2-GED	";"Adaptador Para Soquete De 3/8-1/2"" Gedore - 014.090";"UN";"";"0";"34,07";"0,00";"";"Ativo";"2,00";"0,00";"	";"";"";"0,00";"0,00";"1,000";"1,000";"	";"	";"10.00";"10.00";"10.00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"GEDORE";"";"0";" <br>Adaptador Gedore 014.090 encaixe 3/8"" x 1/2"" <br> <br>DESCRIÇÃO: <br> <br>- O Adaptador Gedore 014.090 é indicado para utilização em acessórios manuais, conforme DIN 3120 <br> <br>CARACTERÍSTICAS: <br> <br>- Marca: Gedore <br>- Referência: 014.090 <br> <br>ESPECIFICAÇÕES TÉCNICAS: <br> <br>- Aço Gedore-Vanadium. <br>- Acabamento niquelado e cromado. <br>- Para acessórios manuais com encaixe quadrado 9,52 mm (3/8""), conforme DIN 3120, ISO 1174. <br> <br>APLICAÇÃO: <br> <br>- Indicado para utilização em acessórios manuais <br> <br>ITENS INCLUSOS: <br> <br>- 01 - Adaptador Gedore 014.090 encaixe 3/8"" x 1/2"" <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15917456818";"FLIR-CM275	";"Alicate Amperímetro com Imagem Térmica Flir - CM275";"UN";"";"0";"5.583,54";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,820";"0,820";"	";"	";"14.00";"10.00";"26.00";"";"";"Alicate Amperímetro com Imagem Térmica Flir - CM275 - Amperimetro. Procurando por alicate amperímetro de qualidade com o menor preço e entrega rápida? Compre agora na loja 1ª Linha. Venha conferir!";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"FLIR";"";"0";"O alicate amperímetro FLIR CM275 combina imagens térmicas com medições elétricas em uma poderosa fer <br>inspeção, solução de problemas e diagnóstico. Usando a tecnologia Infrared Guided Measurement (IGM), <br>uma maneira rápida e confiável de identificar pontos quentes e circuitos sobrecarregados a uma distâ <br>suas descobertas graças à ampla gama de funções do alicate amperímetro e às leituras de temperatura. <br>também oferece conectividade sem fio para fazer upload de imagens ou dados para o aplicativo FLIR To <br> <br>ESPECIFICAÇÕES <br> <br>Resolução de IV: 160 × 120 (19.200 pixels) <br>Tamanho do Display: Tela TFT de 2,4 pol. <br>Tensão de CA/CC: Faixa 1000 V/Precisão Básica ±1,0% <br>Corrente Alternada (CA): Faixa 600.0 A/Precisão Básica ±2,0% <br>Registro e Armazenamento de Dados: 10 conjuntos de 40.000 medições escalares, 100 imagens <br>Conectividade: Bluetooth® <br> <br>GERAÇÃO DE IMAGEM E ÓPTICA <br> <br>Campo de Visão [V x H]: 38,6° x 50,0° <br>Detector de Imagens Termográficas: Microbolômetro FLIR Lepton® <br>Foco: Fixo <br>Galeria: 8549 <br>Paletas de cores: Iron, Rainbow, Grayscale <br>Resolução de IV: 160 × 120 (19.200 pixels) <br>Sensibilidade: 150 mK <br>Tamanho do Display: Tela TFT de 2,4 pol. <br> <br>POTÊNCIA <br> <br>Bateria: 3 pilhas AA; TA04 opcional Bateria recarregável de lítio polímero <br>Desligamento Automático: Sim <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15915990063";"KING-9AA21	";"Alicate Para Abraçadeira Elástica Radiador King Tony - 9AA21";"UN";"";"0";"112,31";"0,00";"";"Ativo";"1,00";"0,00";"	";"";"";"0,00";"0,00";"1,000";"1,000";"	";"	";"12.00";"10.00";"36.00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"KING TONY";"";"0";" <br>CARACTERÍSTICAS TÉCNICAS: <br> <br>- Fabricada em aço carbono. <br>- Acabamento fosfatizado. <br>- Empunhadura em policloreto de vinil composto (PVC). <br>- Projeto com trava de pressão e mordentes especiais garantem maior firmeza. <br> <br>APLICAÇÕES E SEGURANÇA: <br> <br>- Indicado para abraçadeiras de mangueiras do radiador. <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15915988067";"KING-9AA15	";"Alicate Para Abraçadeira Tipo Clic e Clic-r King Tony - 9AA15";"UN";"";"0";"145,65";"0,00";"";"Ativo";"4,00";"0,00";"	";"";"";"0,00";"0,00";"1,000";"1,000";"	";"	";"14.00";"10.00";"25.00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"KING TONY";"";"0";" <br>CARACTERÍSTICAS TÉCNICA: <br> <br>- Fabricado em aço. <br>- Acabamento fosfatizado. <br>- Empunhadura em policloreto de vinil composto (PVC). <br> <br>APLICAÇÕES E SEGURANÇA: <br> <br>- Indicado para remover e instalar abraçadeiras abraçadeiras Clic-C e Clic-R de mangueiras do motor. <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15917461011";"KING-9BK11	";"Alicate para Balanceamento de Rodas King Tony - 9BK11";"UN";"";"0";"116,70";"0,00";"";"Ativo";"2,00";"0,00";"	";"";"";"0,00";"0,00";"0,460";"0,460";"	";"	";"13.00";"10.00";"31.00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"KING TONY";"";"0";" <br>Para auxiliar na fixação e remoção de pesos de balanceamento de rodas <br> <br>CARACTERÍSTICAS TÉCNICAS: <br> <br>- Fabricado em aço cromo-vanádio <br>- Acabamento cromado <br>- Empunhadura em policloreto de vinil composto (PVC) <br>- Projeto com mordentes especiais e martelo <br> <br>APLICAÇÕES E SEGURANÇA: <br> <br>- Indicado para fixar e remover os pesos de balanceamento de rodas <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15915954777";"ABD10-GED-ELETR	";"Alicate Bomba D'Agua Com 10"" Gedore - 091.861";"UN";"";"0";"647,66";"0,00";"";"Ativo";"2,00";"0,00";"	";"";"";"0,00";"0,00";"1,000";"1,000";"	";"	";"10.00";"10.00";"25.00";"";"";"Alicate Bomba D'Agua Com 10"" Gedore - 091.861. Procurando por ferramentas manuais de qualidade com o menor preço e entrega rápida? Compre agora na loja 1ª Linha. Venha conferir!";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"GEDORE";"";"0";" <br>Alicate Gedore 091.861 Bomba D´Água 10"" Isolado VDE <br> <br>DESCRIÇÃO: <br> <br>- O Alicate Gedore 091.861 Bomba D´Água 10"" Isolado VDE é uma ferramenta com corpo em aço Gedore-Van <br>empunhadura em polímero anti-chamas. <br> <br>CARACTERÍSTICAS: <br> <br>- Marca: Gedore <br>- Referência: 091.861 <br> <br>ESPECIFICAÇÕES TÉCNICAS: <br> <br>- Acabamento niquelado e cromado. Empunhadura ergonômica com abas protetoras arredondadas para maior <br>segurança. <br>- Produzida por imersão, propiciando isolação até 1000 V, conforme norma EN 60900 / IEC 60900, subme <br>impacto, tensão elétrica, aderência, inflamabilidade e pressão/penetração. Utilizar ferramentas isol <br>máxima de 1000 V em corrente alternada e 1500 V em corrente contínua, conforme norma EN 60900 / IEC <br>dupla camada de isolação Check-Tool, no exterior é na cor vermelha. <br>- Atende com segurança a norma regulamentadora NR 10 - Segurança em Instalações e Serviços em Eletri <br>certificado de isolação. Possui sete posições de ajuste da abertura. <br> <br>APLICAÇÃO: <br> <br>- É usado para torque, instalação de bombas d'água, registros e bóias e também serve para apertar ou <br>parafusos e roscas. Utilizada por profissionais que trabalham em áreas de risco (redes energizadas e <br>industriais). <br> <br>ITENS INCLUSOS: <br> <br>- 01 Alicate Gedore 091.861 Bomba D´Água 10"" Isolado VDE <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15916037943";"KING-6016-10	";"Alicate Bomba D'Água Isolado 10"" 1000V King Tony - 6516-10A";"UN";"";"0";"160,87";"0,00";"";"Ativo";"2,00";"0,00";"	";"";"";"0,00";"0,00";"0,200";"0,200";"	";"	";"10.00";"10.00";"22.00";"";"";"Alicate Bomba D'Água profissional. Procurando por ferramentas manuais de qualidade com o menor preço e entrega rápida? Compre agora na loja 1ª Linha. Venha conferir!";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"KING TONY";"";"0";" <br>CARACTERÍSTICAS TÉCNICAS: <br> <br>- Fabricado em aço cromo-vanádio <br>- Acabamento polido <br>- Indicada para trabalhos em baixa tensão <br>- Capacidade de isolamento máximo, segundo Norma Europeia IEC DIN EN 60900: <br>:: 1000V para corrente alternada <br>:: 1500V para corrente contínua <br>- Comprimento: 10"" (250mm) <br>- Abertura: 36mm <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15915608779";"8140	";"Alicate Crimpador Para Inserto Modular Gedore - 050.767";"UN";"";"0";"946,88";"0,00";"";"Ativo";"1,00";"0,00";"	";"";"";"0,00";"0,00";"1,000";"1,000";"	";"	";"10.00";"10.00";"25.00";"";"";"Alicate Crimpador Para Inserto Modular Gedore - 050.767. Procurando por ferramentas manuais de qualidade com o menor preço e entrega rápida? Compre agora na loja 1ª Linha. Venha conferir!";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	";"";"";"GEDORE";"";"0";" <br>ALICATE CRIMPADOR PARA INSERTO MODULAR <br> <br>DESCRIÇÃO: <br> <br>Aço especial e polímero. Alicate crimpador de terminais com catraca, para aplicação em conectores me <br>eletrônicos. Alicate que permite a combinação com diversos insertos a serem adquiridos separadamente <br>8140 - 02; 8140 - 03; 8140 - 04; 8140 - 05; 8140 - 06; 8140 - 07; 8140 - 08; 8140 - 09; 8140 - 10; 8 <br>8140 - 14; 8140 - 16; 8140 - 17; 8140 - 18; 8140 - 20; 8140 - 21; 8140 - 22; 8140 - 23; 8140 - 24 e <br> <br>VANTAGENS: <br> <br>- Seguro: aplicação precisa dos terminais através do mecanismo de elevação paralelo, <br>- Simples: visão total durante o processo de crimpagem, função de desbloqueio fácil e acessível, que <br>rápida dos insertos sem ferrramentas adicionais, <br>- Ergonômico: estrutura leve, revestimento de polipropileno, permite manseio fácil, mesmo a temperat <br>- Prático: insertos modulares de fácil substituição e identificação. Sistema de encaixe ""tipo lego"", <br>fixação, que ajudam a organizar os insertos no local de trabalho. <br>- Multifuncional e econômico: num único alicate pode ser acoplada uma grande variedade de insertos m <br>processos de crimpagem, para conectores pesados, conectores coaxiais, conectores de fibra óptica, co <br>telecomunicação entre outros. <br> <br>DICAS DE SEGURANÇA: <br> <br>- Respeite as normas profissionais de segurança e o uso dos EPIs. <br>- Sempre utilize o alicate crimpador para inserto modular com o o inserto modular correspondente a s <br>terminal a ser crimpado, para que obtenha o desempenho desejado. <br>- Não exponha o alicate ao calor excessivo, para não comprometer as características do produto. <br>- Não utilize tubos ou extensões para prolongar o comprimento do alicate crimpador para inserto modu <br>- Não golpeie o alicate crimpador para inserto modular. <br>- Não altere a forma original do alicate crimpador para inserto <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"15916034629";"MAK-UH201DZ	";"Voltagem:12V";"UN";"";"0";"455,40";"0,00";"";"Ativo";"1,00";"0,00";"	";"";"";"0,00";"0,00";"1,700";"1,700";"	";"	";"13.00";"14.00";"47.00";"";"";"";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"	MLB2744729690";"";"";"MAKITA";"";"0";" <br>CARACTERÍSTICAS: <br> <br>Projetada com a tecnologia CXT. <br>Partida suave. <br> <br>ESPECIFICAÇÕES: <br> <br>Golpes por minuto: 1.250 <br>Comprimento da lâmina: 200mm <br>Bateria: 12V <br> <br>ITENS QUE ACOMPANHAM: <br> <br>Não acompanham bateria e carregador. Este produto é recomendado para quem já possui ferramenta a bat <br>CXT <br> <br> <br> <br> <br>";"";"	";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
